Column1,PRIM_CMPLNT_RSN_LOB_CORP_ID,PRIM_CMPLNT_RSN_LOB_DESC,Count(*)
812,86,Special Loans | Special Loans | Balloon                                                                                                                                                                                                                        ,34
813,86,Mobile Banking - Text Banking                                                   ,8
814,86,Special Loans | Special Loans | Miscellaneous                                                                                                                                                                                                                  ,5
815,86,Special Loans | Special Loans | Balloon Reset                                                                                                                                                                                                                  ,3
816,86,Password                                                                        ,3
817,86,Special Loans | Special Loans | Buydown                                                                                                                                                                                                                        ,1
818,86,Product Feature Issues                                                                              ,126
819,86,Originations | Retention Programs | Retention / 3 Step Refi: Express                                                                                                                                                                                           ,2
820,86,Special Loans | Special Loans | ARM Conversions                                                                                                                                                                                                                ,5
821,86,Originations | Retention Programs | Retention / 3 Step Refi : Rate/Term                                                                                                                                                                                        ,4
822,86,Originations | Retention Programs | Miscellaneous                                                                                                                                                                                                              ,13
823,86,Special Loans | Special Loans | Interest Only Loans                                                                                                                                                                                                            ,3
824,86,Mobile Banking - Deposit Limits                                                 ,10
825,86,Special Loans | Special Loans | Interest Only Recast                                                                                                                                                                                                           ,3
826,86,Special Loans | Special Loans | 203K                                                                                                                                                                                                                           ,3
827,86,Mobile Banking - MRDC                                                           ,171
828,86,Originations | Retention Programs | Retention / 3 Step Refi: Cash Out                                                                                                                                                                                          ,1
829,86,Plan/ Product Feature Issues                                                                                                                                                                            ,3
830,87,Suitability                                       ,141
831,87,Product Suitability                                                                                 ,35
832,88,Proxy/Prospectus                                  ,7
833,89,Reorganization/Redemption                         ,49
834,89,Unwind                                                                          ,2
835,89,Redemption                                                                                          ,25
836,91,(WS) Claims Procedure                                                           ,4
837,91,Research (Firm)                                   ,1
838,91,Miscellaneous-Information Inquiry                                                                                                                                                                       ,1
839,91,MGD/RSBC                                                                        ,6
840,91,Research                                                                        ,3
841,91,Requesting Documentation                                                        ,100
842,92,Receipt and/or Delivery of Sec,1
843,92,Receipt and/or Delivery of Securities             ,85
844,93,Rewards                                                                         ,334
845,93,Rewards / Loyalty                                                               ,11
846,94,Incorrect Information                                                           ,2
847,94,Solicitation                                                                                        ,51
848,94,Telemarketing (Do Not Call)                                                     ,4
849,94,Solicitation/Marketing  Related                                                 ,1
850,94,Email (Do Not Email)                                                            ,2
851,94,Mailing (Do Not Mail)                                                           ,1
852,95,Did Not Understand Flaps Or Sub-Accounts on Statement                           ,2
853,95,Print Vendor | Monthly Mortgage Statements | Non-Receipt                                                                                                                                                                                                       ,124
854,95,Statement - Processing                                                                              ,53
855,95,Statement                                                                       ,1
856,95,Did Not Understand Minimum Payment Required on Statement                        ,2
857,95,Lack Of Available On-Line Statements                                            ,5
858,95,Statement – Processing,6
859,95,Print Vendor | Escrow Statements | Non-Receipt                                                                                                                                                                                                                 ,3
860,95,Statements/Confirmation                           ,145
861,95,Did Not Receive Statement                                                       ,29
862,96,Statement - Content                                                                                 ,25
863,96,Print Vendor | Monthly Mortgage Statements | Formatting                                                                                                                                                                                                        ,41
864,96,Statement – Content,1
865,96,Print Vendor | Monthly Mortgage Statements | Miscellaneous                                                                                                                                                                                                     ,42
866,96,Statement Incomplete                                                            ,1
867,96,Statement                                                                       ,82
868,97,Stop Payment - Bill Pay                                                         ,1
869,97,Stop Payment                                                                    ,82
870,98,Store Hours/Facility                                                                                ,142
871,99,Year End | Year End | Information Dispute                                                                                                                                                                                                                      ,354
872,99,Print Vendor | Year End Statement | Non-Receipt                                                                                                                                                                                                                ,34
873,99,Tax Reporting                                     ,364
874,99,Tax | Pay Taxes | Origination Calculations                                                                                                                                                                                                                     ,23
875,99,Year End | Year End | Miscellaneous                                                                                                                                                                                                                            ,31
876,99,Print Vendor | Year End Statement | Duplicate 1098 / 1099                                                                                                                                                                                                      ,56
877,99,IRS Reporting                                                                   ,2
878,99,Taxes                                                                                                                                                                                                                                                          ,3
879,99,Year End | Year End | Interest Calculation                                                                                                                                                                                                                     ,58
880,99,Tax | Pay Taxes | Initial Disbursements                                                                                                                                                                                                                        ,18
881,100,Team Member Behavior                                                            ,888
882,100,Misrepresentation                                                               ,15
883,100,Treatment By Team Member                                                        ,94
884,100,Poor Service                                      ,933
885,100,Customer Service                                                                ,1
886,100,Collection Tactics:  Team Member Service or Professionalism                     ,103
887,101,Originations | Third Party | Title Issue                                                                                                                                                                                                                       ,55
888,101,Third Party (e.g. complaints a,8
889,101,Originations | Third Party | Fund Disbursement Issue                                                                                                                                                                                                           ,8
890,101,Originations | Third Party | Miscellaneous                                                                                                                                                                                                                     ,15
891,101,Merchant Sales Tactics                                                          ,44
892,101,Collections by Third Party Vendor                                               ,11
893,101,Merchandise Dispute                                                             ,185
894,101,Pre-Funding Charge                                                              ,8
895,101,Treatment                                                                       ,11
896,101,Third party request                                                             ,22
897,101,Balance Dispute                                                                 ,18
898,101,Collections by Third Party Vendor (Repo/Auction)                                ,6
899,101,Originations | Third Party | Broker Issue                                                                                                                                                                                                                      ,4
900,101,Other                                                                           ,17
901,101,Sales Tactics                                                                   ,46
902,101,Originations | Third Party | Closing Agent Issue                                                                                                                                                                                                               ,12
903,101,Service Expectations                                                            ,5
904,101,ISO                                                                             ,27
905,101,Inaccurate Charges                                                              ,34
906,101,Merchant Disagreement                                                           ,4
907,101,Third Party                                                                                         ,5
908,103,Payment Processing | Flexible Drafting Plans | Deletion/Cancellation                                                                                                                                                                                           ,172
909,103,Payment Processing | Flexible Drafting Plans | Refund Request                                                                                                                                                                                                  ,64
910,103,Payment Processing | Reversal | Refund of Funds (147)                                                                                                                                                                                                          ,157
911,103,Payment Processing | Flexible Drafting Plans | Drafting                                                                                                                                                                                                        ,249
912,103,Payment Processing | Flexible Drafting Plans | Administrative                                                                                                                                                                                                  ,82
913,103,Transaction Issues                                                              ,79
914,103,Reclamations/Returned Item                                                      ,8
915,103,Payment Processing | Reversal | Miscellaneous                                                                                                                                                                                                                  ,3
916,103,Transaction Issues-MMS                                                          ,1
917,103,Payment Processing | Payment | Payment Mailing Issues                                                                                                                                                                                                          ,94
918,103,Payment Processing | Payment | Not Cashed / Not Posted                                                                                                                                                                                                         ,192
919,103,Execution                                         ,257
920,103,Execution Error                                                                                     ,6
921,103,Payment Processing | Payment | Payments Damaged / Destroyed by WFHM                                                                                                                                                                                            ,3
922,103,Payment Processing | Payment | Encoding Error                                                                                                                                                                                                                  ,43
923,103,Payment Processing | Flexible Drafting Plans | Transfer to New Loan                                                                                                                                                                                            ,1
924,103,Payment Processing | Phone Pay | Miscellaneous                                                                                                                                                                                                                 ,6
925,103,Payment Processing | Phone Pay | Processing                                                                                                                                                                                                                    ,358
926,103,Customer Contact | Online Banking | Miscellaneous                                                                                                                                                                                                              ,6
927,103,Payment Processing | Flexible Drafting Plans | Adding                                                                                                                                                                                                          ,92
928,103,Payment Processing | Flexible Drafting Plans | Suspension                                                                                                                                                                                                      ,48
929,103,Payment Processing | Flexible Drafting Plans | Miscellaneous                                                                                                                                                                                                   ,8
930,103,Payment Processing | Reversal | Returned Funds by WFHM (147)                                                                                                                                                                                                   ,34
931,103,Transaction/Processing Issues                                                                                                                                                                           ,8
932,103,Payment Processing | Reversal | Notification of Reversal was Insufficient (147 & 148)                                                                                                                                                                          ,14
933,104,Servicing Acquisitions | Servicing Acquisitions | Payments and Disbursements                                                                                                                                                                                   ,50
934,104,Servicing Acquisitions | Servicing Acquisitions | Loan Origination Integrity                                                                                                                                                                                   ,17
935,104,Servicing Acquisitions | Servicing Acquisitions | Data or File Integrity                                                                                                                                                                                       ,21
936,104,Servicing Acquisitions | Servicing Acquisitions | Service Release or Transfer                                                                                                                                                                                  ,51
937,104,Transfer of Accounts                              ,392
938,104,Originations | Servicing | First Payment Issues                                                                                                                                                                                                                ,5
939,104,Originations | Disclosure / Compliance Regulation | Servicing Disclosure                                                                                                                                                                                       ,17
940,104,Servicing Acquisitions | Servicing Acquisitions | Repurchase                                                                                                                                                                                                   ,1
941,104,Originations | Servicing | Boarding Issues                                                                                                                                                                                                                     ,20
942,104,Servicing Acquisitions | Servicing Acquisitions | Notification Integrity                                                                                                                                                                                       ,19
943,104,Servicing Acquisitions | Servicing Acquisitions | Miscellaneous                                                                                                                                                                                                ,8
944,105,Unauthorized Trades                               ,188
945,106,Unsolicited Issuance of Credit,7
946,106,Unsolicited Issuance of credit card                                             ,19
947,107,Third Party Deposit                                                             ,4
948,107,Reg CC - Deposited Funds Availability                                                               ,2
949,107,Deposit Issue,698
950,107,Counterfeit Item                                                                ,2
951,107,Exception                                                                       ,4
952,107,Exceptions - Adjustment Error                                                   ,1
953,108,Disclosures                                                                                         ,15
954,109,Due Date Change                                                                 ,10
955,109,Due Date                                                                                            ,4
956,110,Escrow | Escrow Account | Initial Establishment                                                                                                                                                                                                                ,55
957,110,Escrow | Escrow Account | Origination Calculations                                                                                                                                                                                                             ,32
958,110,Reverse Mortgage | Escrow / Set-Aside | Administrative                                                                                                                                                                                                         ,4
959,110,Originations | Escrow Account | VEPD                                                                                                                                                                                                                           ,3
960,116,Fair Lending - Military Status                                                                      ,6
961,116,Reverse Mortgage | Repairs | Other                                                                                                                                                                                                                             ,2
962,116,Reverse Mortgage | Repairs | Administrative                                                                                                                                                                                                                    ,1
963,117,Fair Lending - National Origin                                                  ,6
964,117,National Origin                                                                 ,1
965,118,Originations | Disclosure / Compliance Regulation | Predatory Lending                                                                                                                                                                                          ,78
966,120,Race/Ethnicity                                                                  ,1
967,122,Fees – Loans,4
968,122,Fees - Loans                                                                                        ,6
969,123,Origination Fee                                                                 ,6
970,123,Annual Fee                                                                      ,4
971,123,Fees – Other,38
972,123,DirectDebit Fee                                                                 ,2
973,123,Customer Contact | Online Banking | Fee Assessment                                                                                                                                                                                                             ,5
974,123,Fees - Other                                                                                        ,163
975,123,Early Termination Fee                                                           ,18
976,123,Bank Fee                                                                        ,3
977,123,Repossession Fee                                                                ,3
978,123,PCI Compliance                                                                  ,1
979,123,Fees - International Trans                                                      ,2
980,123,Other                                                                           ,4
981,123,Rewards Fee                                                                     ,3
982,124,Finance Charge                                                                  ,126
983,126,Poor Performance                                  ,273
984,126,Investments - Poor Performance                                                                                                                                                                                                                                 ,13
985,127,Poor Recommendation/Poor Advice                   ,137
986,128,Reverse Mortgage | Liquidations | Deed In Lieu                                                                                                                                                                                                                 ,12
987,128,Default | Deed in Lieu | Settlement/Recording of Docs                                                                                                                                                                                                          ,67
988,128,Default | Short Sale | Decision process                                                                                                                                                                                                                        ,373
989,128,Default | Deed in Lieu | Denial Explanation                                                                                                                                                                                                                    ,44
990,128,Default | Short Sale | Settlement                                                                                                                                                                                                                              ,117
991,128,Default | Deed in Lieu | Review Process                                                                                                                                                                                                                        ,150
992,128,Default | Short Sale | First request for assistance                                                                                                                                                                                                            ,333
993,128,Default | Short Sale | Review Process                                                                                                                                                                                                                          ,1064
994,128,Liquidation,1
995,128,Reverse Mortgage | Liquidations | Short Sale                                                                                                                                                                                                                   ,21
996,128,Default | Short Sale | Title Clearing / Subordination                                                                                                                                                                                                          ,34
997,128,Default | Deed in Lieu | Decision process                                                                                                                                                                                                                      ,58
998,128,Default | Short Sale | Documentation process                                                                                                                                                                                                                   ,369
999,128,Default | Short Sale | Solicitation by WF                                                                                                                                                                                                                      ,3
1000,128,Default | Deed in Lieu | Vacating                                                                                                                                                                                                                              ,30
1001,128,Reverse Mortgage | Liquidations | Other                                                                                                                                                                                                                        ,3
1002,128,Default | Short Sale | Denial Explanation                                                                                                                                                                                                                      ,335
1003,128,Default | Short Sale | Closing                                                                                                                                                                                                                                 ,76
1004,128,Default | Deed in Lieu | First request for assistance                                                                                                                                                                                                          ,95
1005,128,Default | Deed in Lieu | Documentation process                                                                                                                                                                                                                 ,51
1006,129,Originations | Property Valuation | Appraisal Dispute Process                                                                                                                                                                                                  ,79
1007,129,Originations | Closing | Timing                                                                                                                                                                                                                                ,29
1008,129,Originations | Post Closing | Recordation Process                                                                                                                                                                                                              ,31
1009,129,Reverse Mortgage | Originations | Appraisal Issues                                                                                                                                                                                                             ,2
1010,129,Customer Contact | General Inquiry | Product/Service Request                                                                                                                                                                                                   ,68
1011,129,Originations | Post Closing | 203K Draw Process                                                                                                                                                                                                                ,9
1012,129,Originations | Interview | Loan/Program Eligibility                                                                                                                                                                                                            ,79
1013,129,Reverse Mortgage | Originations | Loan Origination Dispute                                                                                                                                                                                                     ,10
1014,129,Servicing Integration (Post Closing) | New Loan Data Integrity (FKA New Loan Management) | Retraction (Loan Boarded in Error)                                                                                                                                  ,1
1015,129,Originations | Property Valuation | Unpaid Appraiser                                                                                                                                                                                                           ,7
1016,129,Reverse Mortgage | Originations | Processing / Closing Issue                                                                                                                                                                                                   ,3
1017,129,Originations | Post Closing | Rescission Process                                                                                                                                                                                                               ,3
1018,129,Originations | Processing/Decisioning | Documentation Requirements process                                                                                                                                                                                     ,352
1019,129,Originations | Interview | Pre-Application                                                                                                                                                                                                                     ,74
1020,129,Originations | Post Closing | Funding Process                                                                                                                                                                                                                  ,19
1021,129,Originations | Property Valuation | Property Inspection                                                                                                                                                                                                        ,18
1022,129,Reverse Mortgage | Originations | Decisioning Issue                                                                                                                                                                                                            ,1
1023,129,Originations | Processing/Decisioning | Final Loan Terms                                                                                                                                                                                                       ,230
1024,129,Originations | Closing | Closing Documents                                                                                                                                                                                                                     ,73
1025,129,Customer Contact | General Inquiry | Refinance Request                                                                                                                                                                                                         ,97
1026,129,Originations | Property Valuation | Appraisal Process                                                                                                                                                                                                          ,79
1027,129,Originations | Processing/Decisioning | Denial Explanation                                                                                                                                                                                                     ,623
1028,129,Originations | Processing/Decisioning | Loan Cancellation                                                                                                                                                                                                      ,81
1029,129,Originations | Interview | Application Process                                                                                                                                                                                                                 ,148
1030,129,Reverse Mortgage | Originations | Other                                                                                                                                                                                                                        ,1
1031,129,Originations | Processing/Decisioning | Final Loan Costs                                                                                                                                                                                                       ,227
1032,129,Originations | Processing/Decisioning | Loan Review Process                                                                                                                                                                                                    ,1475
1033,130,Tax | Tax Sale | Taxes due prior to closing                                                                                                                                                                                                                    ,1
1034,130,Tax | Tax Sale | Tax Line Deleted                                                                                                                                                                                                                              ,1
1035,130,Tax | Tax Sale | Incorrect Payee Paid                                                                                                                                                                                                                          ,1
1036,130,Tax | Tax Sale | Late Postmark                                                                                                                                                                                                                                 ,1
1037,130,Tax | Tax Sale | Tax Disbursed after ELD                                                                                                                                                                                                                       ,1
1038,130,Reverse Mortgage | Escrow / Set-Aside | Tax                                                                                                                                                                                                                    ,16
1039,130,Tax | Tax Sale | Missing Parcel                                                                                                                                                                                                                                ,1
1040,130,Tax | Tax Sale | Incorrect Parcel Paid                                                                                                                                                                                                                         ,1
1041,130,Tax | Tax Sale | Texas Tax Lien Transfer                                                                                                                                                                                                                       ,2
1042,130,Tax | Tax Sale | Miscellaneous                                                                                                                                                                                                                                 ,2
1043,130,Tax | Tax Sale | Taxing Authority Instructions Not Followed                                                                                                                                                                                                    ,1
1044,130,Tax | Tax Sale | Foreclosure Stop 6 or Greater                                                                                                                                                                                                                 ,1
1045,130,Tax | Tax Sale | Incorrect Amount Paid                                                                                                                                                                                                                         ,1
1046,130,Tax | Tax Sale | Special Bill                                                                                                                                                                                                                                  ,7
1047,131,Resp Lending – Ability to Repa,2
1048,131,Ability to Repay                                                                ,5
1049,132,Excessive Rates or Fees                                                         ,3
1050,133,Resp Lending – Inadequate Prod,1
1051,134,Steering                                                                        ,9
1052,135,Inadequate or Inappropriate Resolution                                          ,3
1053,135,Responsible Servicing - Inadequate or Inappropriate Resolution                                      ,4
1054,135,Resp Servicing – Inadequate/In,1
1055,137,Sales Integrity                                                                                     ,53
1056,137,Sales Practices                                                                 ,254
1057,138,Initial Request                                                                 ,2
1058,138,Dependent Requested Relief                                                      ,1
1059,138,Other                                                                           ,2
1060,138,Previously Denied                                                               ,5
1061,138,Did Not Apply SCRA to Account                                                   ,2
1062,139,Servicing Integration (Post Closing) | Loan Salability Management & Collateral Analysis | CEMA and COOP                                                                                                                                                        ,1
